Date;Name;Year;Letterboxd URI;Rating
2023-02-23;Bubble Boy;2001;https://boxd.it/1Y3U;2.5
2023-02-23;London Irish;2013;https://boxd.it/p8Sk;2.5
2023-02-23;Moongirl;2005;https://boxd.it/4mAs;2.5
2023-02-23;Flower;2017;https://boxd.it/eTZA;2.5
2023-02-23;The Fox and the Hound;1981;https://boxd.it/1V0o;2.5
2023-02-23;LOL;2012;https://boxd.it/2Nas;2.5
2023-02-23;Euphoria;2017;https://boxd.it/el38;2.5
2023-02-23;Chicken Run;2000;https://boxd.it/20Xg;2.5
2023-02-23;Open Season 3;2010;https://boxd.it/BZk;2.5
2023-02-23;Open Season 2;2008;https://boxd.it/1PCm;2.5
2023-02-23;Abominable;2019;https://boxd.it/fiPq;2.5
2023-02-23;The Wrong Missy;2020;https://boxd.it/lqnG;2.5
2023-02-23;The Kissing Booth;2018;https://boxd.it/geR0;2.5
2023-02-23;The Perfect Date;2019;https://boxd.it/jP9A;2.5
2023-02-23;Risky Business;1983;https://boxd.it/1YUE;2.5
2023-02-23;The Emoji Movie;2017;https://boxd.it/d9x4;2.5
2023-02-23;The Wrong Trousers;1993;https://boxd.it/2ack;2.5
2023-02-23;A Grand Day Out;1989;https://boxd.it/2acu;2.5
2023-02-23;Anomalisa;2015;https://boxd.it/97TE;2.5
2023-02-23;I Feel Pretty;2018;https://boxd.it/gt1o;2.5
2023-02-23;The Closet;2001;https://boxd.it/1TQ8;2.5
2023-02-23;The Prophet;2014;https://boxd.it/8Keo;2.5
2023-02-23;Whisper of the Heart;1995;https://boxd.it/17uy;2.5
2023-02-23;Prep & Landing: Naughty vs. Nice;2011;https://boxd.it/37EC;2.5
2023-02-23;Give Me Liberty;2019;https://boxd.it/kJvM;2.5
2023-02-23;The Door;1986;https://boxd.it/b3Ce;2.5
2023-02-23;Moroshka;2016;https://boxd.it/gHWI;2.5
2023-02-23;Close to Home;2005;https://boxd.it/1oZy;2.5
2023-02-23;Inadequate People;2010;https://boxd.it/nfC;2.5
2023-02-23;Clueless;1995;https://boxd.it/1Ygk;2.5
2023-02-23;Where the Heart Is;2000;https://boxd.it/1VWM;2.5
2023-02-23;Somewhere;2010;https://boxd.it/14du;2.5
2023-02-23;Cloudy with a Chance of Meatballs 2;2013;https://boxd.it/3GMw;2.5
2023-02-23;300;2006;https://boxd.it/28XI;2.5
2023-02-23;Spy Kids 3-D: Game Over;2003;https://boxd.it/1S7w;2.5
2023-02-23;Spy Kids;2001;https://boxd.it/1Xcw;2.5
2023-02-23;Spy Kids 2: The Island of Lost Dreams;2002;https://boxd.it/1Yyo;2.5
2023-02-23;Happy Feet;2006;https://boxd.it/1XH0;2.5
2023-02-23;Partysaurus Rex;2012;https://boxd.it/4gmE;2.5
2023-02-23;The Brothers Grimm;2005;https://boxd.it/24kW;2.5
2023-02-23;Hitler's Kaput!;2008;https://boxd.it/xSO;2.5
2023-02-23;Step Up 3D;2010;https://boxd.it/ZS8;2.5
2023-02-23;Step Up;2006;https://boxd.it/1XS8;3
